,head,variable,value,prob,tail
7031,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1740,0.02,tap phonetic
7032,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1740,0.01,tap phonetic
7033,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi81,0.02,typed dependency structure
7034,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi173,0.04,dotproduct attention
7035,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi401,0.09,first-order markov processes
7036,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi283,0.01,dispreferred response
7037,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi339,0.06,satellite
7038,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1005,0.01,document frequency
7039,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi976,0.12,list 
7041,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1789,0.05,extended
7042,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi814,0.11,substitution operator
7043,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1324,0.06,derived
7044,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi76,0.02,bigram models
7045,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1474,0.01,basic definitions
7046,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi871,0.06,grammar
7047,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi2039,0.1,multilayer perceptrons
7048,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi90,1.0,concatenation
7049,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi131,0.02,hindi verbframed
7050,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1473,0.06,coder cgc
7051,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi192,0.05,anchor texts
7052,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1673,0.01,wordform
7053,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1789,0.02,extended
7054,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi1474,0.05,basic definitions
7055,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi378,0.04,ppmi
7056,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi845,0.04,recap of glms
7057,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi435,0.3,relevance maxim 
7058,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi372,0.02,hmm
7059,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi2039,0.01,multilayer perceptrons
7060,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi951,0.01,imperative sentence
7061,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi657,0.05,log used compress
7062,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1673,0.17,wordform
7063,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi197,0.05,trec
7064,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi175,0.05,grammar lfg
7065,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi1520,0.05,retrofitting
7066,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1003,0.03,log odds ratio
7067,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1942,0.1,yesno questions
7068,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi318,0.01,similar
7070,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi288,1.0,backoff estimate
7071,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2049,0.26,development test set
7072,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1295,0.01,russian
7073,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi911,0.03,dimension
7074,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi662,0.02,grice's maxims 
7075,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi403,0.01,jaccard coefficient
7076,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi361,0.05,hypernym
7077,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi0,0.13,inflection 
7078,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi722,0.02,nonterminal symbol
7079,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi1454,0.07,contextual effects
7080,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi1295,0.14,russian
7081,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi84,0.07,mean reciprocal rank
7082,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1925,0.03,trigram
7083,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi2039,0.05,multilayer perceptrons
7084,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi136,0.01,phrasal verb
7085,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi1945,0.08,praat
7086,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi92,0.22,pipe
7087,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi4,0.05,ocr 
7088,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1556,0.01,origin term
7089,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi288,0.02,backoff estimate
7090,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi672,0.03,generalize
7091,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi892,0.05,rejection
7092,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi173,0.02,dotproduct attention
7095,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi1887,0.02,qualia structure
7096,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi943,0.04,expression search
7097,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1200,0.03,switchboard corpus
7098,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi688,0.02,first order logic
7099,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi892,1.0,rejection
7100,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi1880,0.04,adequacy
7101,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi1874,0.02,sentence tokenization
7102,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1664,0.01,language identification
7103,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1842,0.01,terminal symbol
7105,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi52,0.05,parameters 
7106,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1424,0.02,trigram language models 
7107,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,concept_vocab_index,vi751,0.02,logical connectives
7108,Course1_W7-S1-L1_Introduction_0-47,concept_vocab_index,vi1183,0.03,gazetteer
7109,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi471,0.01,absolute discounting
7110,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1926,0.06,observation likelihood
7111,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi1056,0.03,accomplishment expressions
7113,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi1926,0.18,observation likelihood
7114,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi1652,0.08,conditional probability 
7115,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi4,0.02,ocr 
7116,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi1566,0.02,interpolation smoothing
7117,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi0,0.01,inflection 
7118,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1874,0.03,sentence tokenization
7119,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi1330,0.17,agent thematic role
7120,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi435,0.06,relevance maxim 
7121,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi785,1.0,minimum edit distance algorithm
7122,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1349,0.01,probability
7123,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi798,0.06,link grammar
7124,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1670,0.01,syntactic structures 
7125,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi1398,0.02,wsd
7126,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi1937,0.07,entity alignment 
7127,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi985,0.25,probabilistic
7128,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1754,0.02,conditional maximum
7129,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1388,0.02,schankian
7130,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi0,0.05,inflection 
7131,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1707,0.01,cantonese
7132,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi1188,0.04,statistical natural language processing
7133,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1282,0.01,gricean maxims
7134,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1468,0.11,connotation frame
7135,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi653,0.02,backward chaining
7136,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1420,0.06,dependency
7137,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi871,0.01,grammar
7138,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1801,0.25,statistical models
7139,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi1520,0.15,retrofitting
7140,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1503,0.16,whquestions
7141,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi901,0.07,beam search
7142,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi1257,0.08,estimating probabilities
7143,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi173,0.43,dotproduct attention
7144,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi1520,0.01,retrofitting
7145,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1295,0.21,russian
7146,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi145,0.08,hungarian
7147,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi2039,1.0,multilayer perceptrons
7148,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,concept_vocab_index,vi0,0.03,inflection 
7149,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1075,0.01,ngrams
7150,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1556,0.04,origin term
7151,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi226,0.15,validation data
7152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi547,0.03,project tdap
7153,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1845,0.03,laplace smoothing
7154,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1945,0.06,praat
7155,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1937,0.02,entity alignment 
7156,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi672,0.02,generalize
7158,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1060,0.04,jay john
7159,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi845,0.04,recap of glms
7161,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi173,0.11,dotproduct attention
7162,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi557,0.08,subsumption
7163,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1840,0.1,lexicalized parsing
7164,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1071,1.0,introduction
7165,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi675,0.02,language model
7166,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1503,0.19,whquestions
7167,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi4,0.01,ocr 
7168,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1003,0.05,log odds ratio
7170,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi131,0.01,hindi verbframed
7171,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi1893,0.04,rnnt
7172,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi173,0.02,dotproduct attention
7173,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi282,0.04,fusion language
7175,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi318,0.09,similar
7176,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi358,0.02,sentence analysis 
7177,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi0,0.11,inflection 
7178,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1151,1.0,named entity recognition 
7179,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1520,0.02,retrofitting
7181,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi2014,0.01,gpt-3.5 architecture 
7182,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi1003,0.03,log odds ratio
7183,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi892,0.06,rejection
7184,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi557,0.03,subsumption
7185,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi1372,0.01,zerowidth
7187,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi1468,0.11,connotation frame
7188,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1187,0.22,interjections
7189,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1003,0.02,log odds ratio
7190,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi126,0.02,telic eventualities
7191,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi304,0.04,lambda
7192,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1673,0.1,wordform
7193,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1132,0.02,argumentation mining
7194,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi18,0.01,restrictive relative clause
7195,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1754,0.06,conditional maximum
7196,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi240,0.06,inference crf
7197,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi1928,0.03,tokenization
7198,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi4,0.02,ocr 
7199,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi1842,0.08,terminal symbol
7200,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1740,0.27,tap phonetic
7201,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi0,0.11,inflection 
7202,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi283,0.01,dispreferred response
7203,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi976,0.0,list 
7204,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi4,1.0,ocr 
7205,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2014,1.0,gpt-3.5 architecture 
7206,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi871,0.02,grammar
7207,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1062,0.02,tree-to-tree translations 
7208,Course1_W4-S2-L1_Introduction_00-17,concept_vocab_index,vi997,1.0,svo language
7210,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi0,0.02,inflection 
7211,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi1075,0.04,ngrams
7212,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi675,0.2,language model
7213,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi1842,0.15,terminal symbol
7214,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi192,0.03,anchor texts
7215,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1945,0.01,praat
7216,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1754,0.13,conditional maximum
7217,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1842,0.02,terminal symbol
7218,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1807,0.03,pitch extraction
7219,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi92,0.01,pipe
7220,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi126,0.01,telic eventualities
7221,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi1073,0.01,itg inversion transduction grammar
7222,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1947,0.02,project
7223,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi173,0.04,dotproduct attention
7224,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi129,0.2,challenges in mt
7225,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi84,0.01,mean reciprocal rank
7227,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi1003,0.1,log odds ratio
7228,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi892,0.18,rejection
7229,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1600,0.01,binary nb
7230,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi81,0.03,typed dependency structure
7231,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi538,0.05,generative
7232,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1473,0.01,coder cgc
7233,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1282,0.03,gricean maxims
7234,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1376,0.07,timealigned transcription
7235,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi129,0.01,challenges in mt
7236,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1880,0.01,adequacy
7237,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1454,0.04,contextual effects
7238,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi4,0.02,ocr 
7239,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi4,0.01,ocr 
7240,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi173,0.01,dotproduct attention
7241,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1740,0.05,tap phonetic
7242,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1161,0.34,directional adverb
7243,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi1556,0.06,origin term
7244,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi370,0.14,closure stop
7245,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi892,0.04,rejection
7246,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1840,0.01,lexicalized parsing
7247,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi435,0.07,relevance maxim 
7248,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1840,0.02,lexicalized parsing
7249,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1003,0.12,log odds ratio
7250,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1652,0.02,conditional probability 
7251,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi1474,0.04,basic definitions
7252,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1906,0.04,feature templates
7253,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1474,1.0,basic definitions
7254,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi2069,0.02,treating low zero
7255,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1282,0.04,gricean maxims
7256,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1926,0.01,observation likelihood
7257,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1060,0.02,jay john
7258,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi173,0.01,dotproduct attention
7259,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi725,0.01,topic models
7260,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi126,0.01,telic eventualities
7261,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1183,0.04,gazetteer
7262,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi892,0.01,rejection
7264,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi592,0.04,markov model
7265,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1073,0.02,itg inversion transduction grammar
7266,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1880,0.07,adequacy
7267,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi90,0.03,concatenation
7268,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi129,0.15,challenges in mt
